x
2810405K02Rik
Abcb4
Hadhb
Kcnk3
Trim54
Sod3
Art3
Tesc
Rasa4
2810453I06Rik
Asb10
Htra3
Wfs1
Yipf7
Tecrl
Scarb2
Hspb8
Ptpn11
Acad12
Rilpl1
Ubc
Serpine1
Gna12
Flt1
Gm16854
Kcnd2
Asb15
Lmod2
2210408F21Rik
Gstk1
Aqp1
St3gal5
Dysf
Klf15
Slc41a3
Bhlhe40
Tuba8
Ndufa4
Ppp1r3a
Podxl
Inmt
Hk2
Fkbp4
Tmtc1
Ech1
Cox7a1
Hspb6
Slc17a7
Hrc
Bcat2
Tmem143
Pcsk6
Fam174b
Me3
Art1
Smpd1
Tufm
Trim72
Bag3
Pnpla2
Bckdha
Mybpc2
Myh14
Fcgrt
Svip
Snrpn
Fah
Tmem126a
Thrsp
Dgat2
P2ry2
Hbb-b2
Hbb-b1
Cox6a2
Bnip3
Cox8b
Ifitm3
6330512M04Rik,Ctsd
Ank1
Prosc
Tmem66
Mfap3l
Lpl
Tmem38a
Gpt2
Mt2
Mt1
Herpud1
Gpr56
Pdpr
Nudt7
Gm9755
Slc35e1
Tecr
Kifc3
Nqo1
Egln1
Pde4a
Scn4b
Arhgap20
Acad11,Nphp3
Twf2
Lrrc2
Golga4
Zfp651
D9Ertd402e
Clec3b
Atp5l
Me1
Ephb1
Alas1
Slc38a3
Scn5a
Hhatl
Scp2-ps2
Mid1ip1
Alas2
Asb11
Magix
Maob
Igsf1
Ubl4
Vsig4
Phka1
Ddx3y
Dst
Tmem182
Glul
Mreg
Srgn
Adamtsl5
Dusp18
Irgm2
Slc36a2
Slc25a11
L2hgdh
Gm8113
Mettl7a1
Sod2
Sik1
Myo5b
Sorbs1
BC029722
Mme
Ppap2b
Asap3
Decr1
Ndufs5
Plekhm2
Coq5
Pptc7
Srrm4
Slc25a13
Cycs
Ndufa3
Scn1b
Slc44a2
Cs
Rhbdl3
Acadvl
Cygb
Lrrc3b
Ndrg2
Ly6e
Gm10250
Tfrc
Parp14
Mrc1
Ppapdc3
B2m
Plk1s1
Intu
Larp1b
Sdhb
Cpt2
Cd36
Lmcd1
Gabarapl1
Nol3
Itgb1bp2
Ndufa1
Cacna1s
Slco5a1
Hba-a1
P2rx5
Cd300lg
Lrrc14b
Rasgrf2
Sdr39u1
Pstpip2
Yif1a
Pla2g16
Gsto1
Rom1
Bdnf
B230118H07Rik,Rag1
Gpr157
Otud6b
Fosl2
Ndufa9
Adcy7
Uqcrc1
Fdx1
Rai2
Pdha1
Fam174a
Adck3
Sar1b
Gm12231
Adra1a
6330409N04Rik
Rcan2
Fas
Sdhaf2
Nr4a3
AI464131
Atp8a1
Chrm2
Etfb
Lamb2
Hdlbp
Igtp
Nek9
Erap1
Isca1
Abcc4
Alkbh7
6330416G13Rik
Arhgef19
Fbxo6
Suclg1
Tgoln1
Opa3
Junb
Gm8116
Fyco1
Prelp
Pln
Armc2
Scn4a
Wipi1
Klhdc1
Crip1
Ndufb9
Trib1
Gm20538,Ndufb8,Sec31b
Gm13443
Gm14148
Ndufa8
Cat
Gstm7
Mrpl37
Mapre3
Golga3
Ret
Pdp2
Fnip1
Cbr2
Cmbl
Ankrd33b
Hmcn2
4930471M23Rik
Setd8
Sgcb
Cd151
1810011O10Rik
Ano10
Des
Cox7c
Dnaja3,Vasn
2310010M20Rik
Dhrs3
Errfi1
Ppm1k
Plbd1
Fam63b
Gm2962
Lingo3
1190002H23Rik
Fbxo40
Clip4
Plin3
Apip
Pdhx
Steap4
Pvr
Rnf128
Ttc7b
Nudt18
Gm6055
Ctsf
Gm561
Cyp4b1
Gm15459
Vamp5
Axl
Lamp1
Fgf16
Gm6206
Stradb
Ugt1a1,Ugt1a10,Ugt1a2,Ugt1a5,Ugt1a6a,Ugt1a6b,Ugt1a7c,Ugt1a8,Ugt1a9
Plekha6
AI607873
Fuca2
Cfd
Mterfd3
Tmem65
Adcy9
Ndufv3
Coq3
Cyb5rl
Nt5c1a
Ndufa13
Dlat
Rgs5
Atf6
Ephx1
G0s2
1600012F09Rik
2410127L17Rik
Cntf,Zfp91
C330006A16Rik
BC006779
Gstm2
Atpaf1
Tmem82
Aldh2
Clpx
Tcp11l2
Phf15
Abca8b
2900010M23Rik
D830046C22Rik,Gpr146
Slc35f5
Rtn4ip1
Scn4a
4933426M11Rik
Sos2
Tap2
Cd74
Jph2
Atp5k
Abcb9
Arl6ip5
Ppa1
Cdc34
4933439F18Rik
Gpihbp1
Usp24
Tcea3
Rtn2
Mrpl4
Slc9a6
Tmco1
Kremen1
Pygm
Ms4a4d
Aldh1a1
Fgfr3
Icosl
Gm8355
Rtn4r
Ifnar2,Il10rb,RP23-190G10.4
Ndufb4
Pygb
Klhl7
Cryba4
Eps8l2
Asb5
Ldhd
Tmem25
Tmed4
E2f6
Gm5436
Gm7204
Ndufv2
Batf2
AI314180
Csrp3
Rassf3
Sirt5
Naprt1
0610010O12Rik
Fsd1l
Corin
Ptpn6
Rab3a
Dnaja2
Ndufa10
Rgs4
Rangrf
Hist1h4h
Tm9sf2
Fam107a
Ip6k3
Ndufb6
Clec2d
Scube2
Ogfod1
Got2
Sema3f
Ugp2
Rap1gap2
Serpinb6b
Vdac3-ps1
Chchd1
Gm5499
Fth1
Idh3a
Ktn1
Slc3a2
Timp4
Cast
Rab12
Lmod3
Parp3
Bcs1l
Ifi202b
Pgam2
Ppl
Qsox2
Ndufb5
Ensa
2310002L09Rik
Tmem159
Mal
Dmpk
Adprhl1
Tmem205
Mapkapk3
Gck
Dld
Trmt5
Gm10110
Amacr
Ldhb
Lilrb3
Pcolce2
Serpina3n
Slc22a3
F830016B08Rik
Pacsin3
Isoc2a
Tfb2m
Dpp9
Tmem109
Icam1
Ptgr2
2010107E04Rik
Pacsin2
Mrps36-ps1
Cdk5rap1
Amigo1
Gm129
BC003266
Cd163
Lrrc20
Krt222
Akr7a5
Rgl3
Pxmp2
Mpi
Cyb5d2
Pim3
Gm8759
Rusc1
Mrpl50
Ptcd3
Dhrs4
Samm50
Gpr116
Iscu
Dapk1
Gm16241
Ndufs3
Gbp10
Acsl1
1110058L19Rik
Entpd5
Dpysl4
P4ha2
Ccl9
BC024659
Ndufs6
Syngr1
H2-Ab1
Fam179a
Gm14290
Trpv4
Mob2
Pygo1
Fam185a
Dcun1d2
Zdhhc9
1810043H04Rik
Ccdc85a
Rhob
Paqr4
Pten
Gpr155
Mfn2
Slc25a33
Aes
Ccl6
F3
Ttc12
Suox
Prdx6
Hint3
Crebl2
Mmaa
Dars
Gm1818
Ube2ql1
Immp1l
Kcmf1
Etfdh
Cyp26b1
Tollip
Gns
Rprd1a
Gfra1
Clstn1
Csrnp1
Socs3
Heatr5a
Lgmn
Gstp1
2610507B11Rik
Dtnbp1
Apod
Echdc3
Nus1
Ddt,Gm20441,Gstt3
Zc3h12a
Aldoa
Gm9846
Ap1s2
2310016M24Rik
Mrpl41
1500011K16Rik
Ubl3
Ethe1
Rwdd4a
Gpm6b
Ifngr1
B3galnt2
Kpna1
Mrps14
Epm2a
Dlst
6030419C18Rik
Prkar2a
Akt2-ps
Ghitm
Ppip5k1
Itgb2
Kcna7
Cnst
Eno3
Gm11560
Cyp2d22
Enpp4
Vegfb
6530418L21Rik
Akr1b3
Nomo1
Aen
Slc16a1
Gm20425,Srprb,Trf
D17H6S56E-3
2410131K14Rik
Cmklr1
Apbb1
Dusp1
Impact
Pcgf5
Gm4631
Kcnd3
Rplp2-ps1
Acy3
Dnajc16
Sorl1
Lactb
Dsp
Retsat
Adcy1
Cab39l
Mmachc
Slc27a1
2900064A13Rik
Id1
Pgap2
Calr3
Trim7
Dcxr
AK157302
Mafk
Mrap2
Ppara
Rgma
Abcd1
Cdk18
Gm8898
Higd1a
Ddx24
Dnajc15
Car8
Sbk1
Obfc2a
Uqcr11
Clpp
Prdx3
Dbt
Ctsh
Itgbl1
Slc46a3
Dnajb2
Map1lc3a
Fktn
Lpgat1
Enpp2
Fech
Atp6v1g1
Tcta
Kitl
4930529M08Rik
Mrpl23-ps1
Wwp1
Ndufb11
Igkc
Trappc5
Lonp1
Ptgfr
Laptm5
Ahsa1
Tnfaip2
Gcap14
Kif21a
Kpna4
Tmbim4
Mfsd6
Hist1h1c
Ankrd40
Atf5
Scly
Gbp6
Ak4
Cbr4
Mmgt1
Hivep2
Atp5c1
Mtfr1
Magi2
Ptprn2
Oas2
Ifi27l2a,Ifi27l2b
Uqcrb
Fbln1
Lrp5
Cdnf
Ttc30b
Nod1
Rnf150
Cyp27a1
Cox6c
Znfx1
Tnfsf10
Ubqln4
Wipf3
Wdtc1
Ppp2r3a
Acss2
Ppp1r37
Nt5e
Gm14680
Spnb1
2410015M20Rik
Mmadhc
Cisd2
Ccrl2
1810049H13Rik
Sepp1
Gm6419
Zfp809
Rb1cc1
Atp5s
Cyc1
Grb14
Kcna5
Nbl1
Mlycd
5430435G22Rik
Gm12141
Otud1
Fxyd6
Tmem117
Ctss
Pde4c
Zbtb16
Adap2
Trappc10
Papss2
Sord
Per2
Pgf
Ier3
Memo1
Ctsc
Prg4
Strn3
Vwa1
Bpgm
0610009O20Rik
Adh1
Cyr61
Actr3b
Pcmtd1
Cyb561
Nhlrc1
Abcd2
Tmem8
Gm14421
Dffa
Atg4d
Gpd1l
Six4
Gnpat,Trim67
Esrrb
Slc12a7
A930018M24Rik
Psmb9
Paqr9
Qrsl1
Sgcg
Gm10221
Acacb
Gm5884
Emp3
Timm23
Angpt1
Dexi
Camsap1
Spr
Fabp3-ps1
Prkag1
Coq7
Gcom1,Myzap,Polr2m
0610037P05Rik
Pla1a
Gm13340
Smap2
Lyrm5
Isg20
Gm4149
Prnd,Prnp
Slc25a20
Atp6ap1
Auh
D17Wsu92e
Wisp2
Pdrg1
Pank4
Kpna2
Gmnn
Dnajc21
D2Wsu81e
Atp5f1
Gm14493
Mtm1
Rock2
Cd68
Ndufb7
Gm10031
Cep68
Gm15285
Fam19a5
B3gnt3
Emr1
Fbxo8
Slc22a5
Glrx5
Synj2
Cd55
Irf1
Nudt13
Csf1r
Gm12185,Tgtp1
Il33
Atp5g3
Stat5b
Fbxo3
Dock8
Tmprss13
B3gnt1
Mmrn1
Aga
Gm10291
Mdh1
Atad1
Rapgef1
6330578E17Rik
Dsc2
Sqrdl
Mpst
Gbp7
Myh11
Sult1a1
Mrps16
Rrp12
Rbp7
Gm14494
Schip1
2810474O19Rik
Gm16439
Myadml2
3110001I22Rik,Bfar
3110057O12Rik
C1s,Gm5077
Rbm38
Fcrls
Fam117b
Galm
Gm9781
Lrrn4cl
Mrpl1
Ttyh1
Rpl35a-ps2
Txn2
Vps13a
Ntng2
Slain2
Gfra4
Tfdp2
Gm11235
Zfp36
