x
Atpbd4
Sox12
Zcchc3
Gm5270
Bmp7
Postn
Rsrc1
Fam198b
Mex3a
Hmgcs2
Gm9372
Lpar3
Ect2
Slc6a17
Fnbp1l
Mms22l
Glipr2
Aldh1b1
Smc2
Ror1
Cachd1
Dhcr24
Marcksl1
Stmn1
Gm11806
Tox
Rpl17-ps4
Tnc
Gm11223
Ptprd
Slc24a2
Nasp
Ptprf
Hmgn2
Tacc3
Slit2
Sept11
Fras1
Msi1
Sdk1
Fscn1
Cyp51
Cdk14
Gnai1
Prkag2
Sorcs2
Bend4
Eln
Emid2
Mad1l1
Ttyh3
Col1a2
Ppp1r9a
Ccdc136
Cpa1
Mest
Creb5
Bmp10
Ptn
Zc3hav1l
Tpk1
Ezh2
Tmsb10
Podxl2
Mcm2
Chchd6
Ptms
Ccdc8
Tead2
Igf1r
Prc1
Odz4
Rrm1
Olfr608
Tgfb1i1
Tnnt1
Peg3
Hif3a
4833412C05Rik
Olfr609
AA474408
Dkk3
Plekha7
Adam12
Mki67
H19,Mir675
Igf2
Gm6483
Gpr124
Tusc3
Slc7a2
Hmgb2
Tox3
Cdh11
Cfdp1
Mcam
Wdr82
Cacna2d2
Cdhr4,Ip6k1,RP24-484G16.9,Uba7
Dnmt1
Ntm
AW551984
Ncam1
Cd276
Thsd4
Kif23
Zwilch
Eef1a1
Col12a1
Snap91
Tmem108
Klhdc8b
Rbms3
Eda
Armcx4
Wbp5
Ngfrap1
Nrk
Gm8534
Mid1
Clcn5
Sept6
Elf4
6720401G13Rik
Gpc3
Pdk3
Xist
Slc16a2
Gm14892
Itm2a
Armcx2
Tceal8
Ammecr1
Tro
Maged2
Rpl7a-ps12
Gm7312
Acsl3,Utp14b
Pigm
Vangl2
Csrp2
Mfap3
Fzd2
Pcdh17
Synpo2l
Diap3
Adamts12
Csmd3
Tmem71
Robo1
Commd10
Impa2
Incenp
Nusap1
Spc25
Smc4
Gm12901
Mfap2
C530008M17Rik,Gm10430
Spon2
Pdzrn3
Fam60a
Suv420h2
Gm6905
Cdkn1c
Mcm5
Cd109
Smad6
Tbx18
Lpar4
Tmem164
Ctps2
Gm8864
Col4a6
Gm8217
Kdm5b
E2f7
Gas2l3
Aurkb
Rgs6
Hnrnpa0
Gm17352
Spata13
Zfpm2
Pabpc1
Fstl1
Robo2
Psat1
Gm13508
Mdk
Meis2
Epha7
Ptpn13
Foxp2
Fam115a
Diap2
Rbm3
Ints7
Rtkn2
Lss
Atxn7l3b
Cnot6
Chd3
2410018L13Rik
Trib2
Edil3
Lyrm4
Rdbp
Stub1
Gm13421
Mcm10
Myef2
Ncaph
Rbl1
Trim55
Col11a1
Ccna2
Ssbp3
E130306D19Rik
Jakmip1
Srd5a3
Jazf1
Eno2
Rbp1
Dixdc1
Cmtm7
Aff2
Klhl13
Plac1
Gpr126
Arid5b
Ckap4
Cdk2
4933415A04Rik,Ccnjl
Rph3al
Arl15
Hmgcr
Stk3
Atad2
Khsrp
Gm13371
Tpd52
Tmeff1
Cit
Dbf4
Dnahc6
Kcnq1
Gm9801
Sfrp1
Neil3
Heph
Stx8
Zfp36l1
Myh7
Azin1
Tcf19
Thbs1
Bub1b
Itga8
Rps24-ps2
Gucy1a3
Runx1t1
Unc13b
Fancg
Casp3
Usp11
Nono
Slc9a7
Cdk1
Pisd-ps1
Cbx8
Cdkal1
Fhit
Cpt1a
Gja5
Ttf2
Fggy
Tnfrsf9
Gm12913
Ldb2
Fto
Soat1
Sox9
Elmo1
Gm17588
Mcm4
Fam107b
Tpm2
Prcp
Smarcc1
Chek1
Ubash3b
Npas2
Kif1a
Rorb
Rad51
Tgif2
Tyms
Asb4
Mbnl3
Gm8292
Gli2
Mical1
1700040L02Rik
Kcnh6
2810429I04Rik
Zfyve19
Rem1
Adamtsl1
Cbx3
Adamts17
Adamts8
Smarca1
Col3a1
Aldh1l2
Smtnl2
Smarce1
Flrt2
Pgcp
Hunk
Kifc1
Ppic
Fam38b
Casc5
Dstn
Trim59
Cd1d1
Stil
Cort
Pole
Ccnd2
Tpm3-rs7
Sqle
Fbxl17
Olfr628
Trim5
Car12
4930452B06Rik
H1f0
Prickle1
Arhgap28
Ccdc3
Dsn1
Pcdh18
Copg2
Tcf12
Tet1
Myh10
Pemt
Gpr137b-ps
Rnd3
Lig1
Dctd
Zfp868
Cnn1
Topbp1
Pola1
Cntrob
Yeats2
Cox8a
Zbtb34
Stk39
Tbc1d1
Cald1
Casp2
Cdca3
Col6a6
Bex1
Prps2
Erbb4
1700019E19Rik
Cchcr1
Cdca7
Fabp5
Pi4k2b
Lphn3
Armcx3
Prim2
3110003A17Rik
Azi1
Nid2
Trerf1
E2f1
Ptgfrn
Bach2
Pard3b
Camk1g
Dyrk2
Spry2
Nsmce2
Sort1
Megf6
Ipo9
Spag5
Hnrnpa1
Lox
6230409E13Rik
Insc
Grik5
Arl6ip1
2310046A06Rik
Bhlhb9
Atp1b2
Brca1
Uchl1
8430419L09Rik
Creb3l2
Gsr
Asf1b
6820431F20Rik
H2afx
Anln
Prrg3
Pan2
Sipa1l1
Tspan2
Elovl6
Agrn
Nup210
Erbb2
Fignl1
Antxr1
Itpripl2
Vegfc
Akr1cl
Fstl4
Traf4
Daam2
Spink10
E130307A14Rik
Rhoj
6720463M24Rik
Cfl1
Manbal
Pitx2
Osbpl5
Wwox
Zdhhc15
Capn6
Sh3bp4
Akap12
Pdxp,Sh3bp1
Atxn10
Zfp704
Tspan6
1110038B12Rik,AC087117.1,AC087117.2,Snord52
Gata6
Cks1b
Rnf207
Emp1
Parva
Stxbp2
Armcx6
Shroom2
Aspm
Ston1
Pafah1b3
Nkd1
Cdh3
Brd3
Ccdc99
Id2
Fars2
Frem1
Apitd1
Armcx1
Fam64a
Hn1l
Aurka
Cnn3
Chpf2
Tcf7l1
Zfp821
Ddah2
Afap1l2
9830001H06Rik
Vps37b
4933413G19Rik,Foxm1
Tbx20
Socs2
Pold2
Rad51c
Net1
Plagl2
Sv2a
Cenpe
Hs2st1
Limd2
Nynrin
3632451O06Rik
Arhgap1
Mybl2
Vav3
Zfp618
Mex3b
BC067074
Phf21a
Arhgef2
Kazn
Cdkn1b
Rnf2
Dbn1
Ctdspl2
Dlg5
Spats2
Gm6548
Cdk6
Zim1
Slitrk2
Krt7
Sema6a
Cdca8
Arhgap18
Rest
4930579K19Rik
Renbp
Dhcr7
E2f8
Cep164
Hn1
Vim
Ccdc34
Cplx2
Ypel1
Nbea
Mcm7
Tnrc18
Gm10043
Ssbp2
Thbs4
Psrc1
Dock7
Arhgap19
Ckap2l
Ptprt
Cyth3
Rnf122
Zfp711
Mpzl1
Lama4
Pbk
Pbx1
Cacna1g
Tmem44
Zfp57
Clca1
Ebf3
Nhsl2
Rabgap1l
Myl7
Slc8a1
Wdr72
Snhg5
Cirbp
Gpr137b
Cldn5
Fancd2
Pcgf2
Tssc1
Alcam
Igf2r
Casc4
Src
5033428I22Rik
Mad2l1
Stfa2l1
Cdon
Gprasp2
Abhd14a
Shmt1
Eml4
Shf
Rad54l
Kif2c
Ap1s3
Nfya
Peg10
Rbm28
Tspan9
Bbs9
Hmg20a
Atpif1
Sall1
Atg10
Katnal2
Dennd1a
Coro1c
Nhsl1
Vrk1
Espl1
Tuba1a
D18Ertd653e
Txnip
Eif4ebp1
Entpd1
Med27
Gm1337
Ccnd1
Atp8b2
Zdbf2
Gm18733
Stard4
Sephs1
Lyn
Sfpq
Casz1
Gm6377,Sh3bgrl
Ttyh2
Trim44
8430427H17Rik
Hnrnpd
Actn4
Hdac8
Mrps10
Mdfi
Bbs7
Ophn1
Sfxn2
Nfe2l3
Tceal5
Unc5b
Kdm6b
BC052040
Matn4
Eps8
Gm17684
Hsd17b7
Ppia
Prkce
Adamts3
Exoc4
Basp1
Grik3
Astn2
Nov
Ugcg
Rad18
Pth1r
Ezr
Ppp4r1l-ps
Zmat3
Prdm16
Apold1
Zfp608
Myh7b
Rasa2
1700052N19Rik
Brip1
Mrps28
Fut10
Mbd6
Nkd2
Susd4
Slc35f1
Igf2bp1
Clspn
Pan3
Mkl1
Gatad2a
Slit3
Zfp825
Cenpt
Hmcn1
Adamts14
Nt5c
H3f3b
Srgap3
Gdf11
Kif20b
Sri
Cd24a
Zfp395
Wtip
Nav2
Catsperg1
Hs6st2
Ift46
Fam122b
Acot2
Zcchc5
Slc40a1
Rai14
Nckap5l
Ehmt1
Ctxn1
Rbpms
Csgalnact1
Hddc2
Gm12295
Gjc1
Spp1
Tcf21
Gm16515
Sema5a
Fam32a
Fkbp10
Trip13
Mmp12
Aldh1a2
G2e3
Scarb1
Clasrp
Exoc6b
Bicc1
Prr11
C630004H02Rik
Evi5
Zfp423
Tmem194b
Aldoc
BC046404
5330411J11Rik
Syngap1
St6galnac3
Cenpi
Gnb4
Plk4
9430015G10Rik
Nxn
Ywhaz
Sytl2
C80913
Hic2
Melk
Zcchc11
Gria3
Npm1
Rgs7bp
Stxbp1
Eftud1
Fem1b
Cdca7l
Tulp1
N4bp2
Snd1
Nck2
Serf1
Pld1
Dna2
Samd14
B4galt2,Ccdc24
Cct6a
Ppp1r1a
Maml3
Myc
Gal3st4,Gpc2
Bard1
Rtn4
Birc5
Arhgap32
Lcp2
Six2
Spats2l
Insig1
Sox5
Zfp275
Hist3h2a,Trim17
Xkr6
Fzd8
March3
Atg7
Tmem35
Nsl1
Rpl27-ps2
Gm12110
Gm12308
Gm11619
Gm4825
Gm10237
Abcg2
C1qtnf6
Cpne5
Prrg4
Whsc1
Ctcfl
Hdgfrp3
Rpl9-ps2
Slc16a11
Gm11774
Gm7555
Rpl10a-ps2
AC165159.1
Dcbld2
AC133646.1
Hells
Gm13804
Gm11462
Gm13321
Gm14034
Bmf
Gm11810
Gm12754
Gm13215
Gm10586
AC158995.1
Gm7973
Gm6368
Gm14562
Gm15032
Gm4919
Rassf8
2410002F23Rik
Cep72
Gm10499
Dnajc6
Serbp1
Ccne1
Kif15
Prr5l
D7Ertd443e
Tpm3
Chsy1
Gm10852
Gm12319
Ptbp2
2900026A02Rik
Dzip1l
Usp46
Clic1
Cep55
Skap1
Cdca2
Arhgap39
Col13a1
A730011L01Rik
Ddr1
Gm13157
Shcbp1
Spc24
Pycr1
Cwc22
Eif5a2
Hmgb1
Apaf1
Gm13824,Gm13825
Prim1
Esco2
Tnk2
Dynll1
Ptma
Gpr153
Ispd
Acin1
Actg2
Sap30
Apobec3
Dtnb
Cetn3
Vdr
BC065397
Wasf1
Atad5
Ptplb
Pag1
Zfp827
3110053B16Rik
Bcl11b
9930013L23Rik
BC043934
Plxna3
Gtf2e1
Ncs1
Mical2
Kif22
Gar1
Ywhah
Gm9990
Arfip2
Sdk2
Scd3
Eri2
Cttn
Gulp1
Slc35d2
Celsr1
Specc1
Zfp125
Gm3591,Gm3629,Gm8356
Pcdhga9
Prelid2
Epb4.1l2
Igsf3
Maged1
Ctnnd1
Ssr2
Gm9776
Dcaf17
Lpp
Gpr162
Dock1
Slc1a3
4930422G04Rik
Cdc7
Stxbp6
Skp2
Gm5665
Zfp521
Fubp3
Wdr17
